Jour	A_AssimSurplus	A_DemStructLeaf	A_DemStructTot	A_GrowthStructLeaf	A_GrowthStructTot	A_IncreaseResInternodePop	A_ResInternodeMobiliDay	ApexHeight	ApexHeightGain	Assim	AssimNotUsed	AssimNotUsedCum	AssimPot	AssimSurplus	CoeffCO2Assim	CoeffCO2Tr	Conversion	ConversionEff	Cstr	CstrAssim	CstrCum	CstrMean	CulmsPerHill	CulmsPerHillFin	CulmsPerHillMax	CulmsPerPlant	CulmsPerPlantFin	CulmsPerPlantMax	CulmsPop	CumCarbonUsedPop	CumDr	CumEt	CumGrowthPop	CumIrrig	CumIrrigFin	CumLr	CumPAR	CumSupplyTot	CumTr	CumWReceived	CumWUse	CumWUseFin	DayLength	DeadLeafdrywtPop	DegresDuJour	DegresDuJourCor	DemResInternodePop	Density	Dr	DryMatAboveGroundPop	DryMatAboveGroundPopFin	DryMatAboveGroundTotPop	DryMatPanicleTotPop	DryMatResInternodePop	DryMatResInternodePopOld	DryMatStemPop	DryMatStructInternodePop	DryMatStructLeafPop	DryMatStructPaniclePop	DryMatStructRootPop	DryMatStructSheathPop	DryMatStructTotPop	DryMatTotPop	DryMatTotPopFin	DryMatVegeTotPop	DurGermFlow	DurGermMat	EauDispo	ETM	Eto	ETR	Evap	EvapPot	FertSpikeNumPop	FloodwaterDepth	FractionPlantHeightSubmer	FractionRootsLogged	FTSW	FtswMoy	GrainFillingStatus	GrainFillingStatusFin	GrainYieldPanicle	GrainYieldPop	GrainYieldPopFin	GrowthDryMatPop_V2_1	GrowthPop	HarvestIndex	Haungain	HaunIndex	HMoyCalc	Ic	IcCum	IcMean	InternodeResStatus	IrrigAutoDay	IrrigTotDay	Kce	KceReal	Kcl	Kcp	KcTot	KRolling	Lai	LaiDead	LaiFin	LastLeafLength	LastLeafLengthPot	LIRkdf	LIRkdfcl	Lr	LTRkdf	LTRkdfcl	MaxLai	NbJas	NumPhase	PanicleNumPlant	PanicleNumPop	Par	ParIntercepte	PhaseStemElongation	PlantHeight	PlantLeafNumTot	PlantWidth	RayExtra	RelPotLeafLength	ResCapacityInternodePop	ReservePopFin	ResInternodeMobiliDay	RespMaintDebt	RespMaintTot	ResUtil	RgCalc	RootFront	RootFrontOld	RootMassPerVol	RootShootRatio	RUE	RUEgreen	RURac	SeuilTemp	SimAnthesis50	SimEmergence	SimEndCycle	SimPanIni	SimStartGermin	SimStartMatu2	SimStartPSP	Sla	SlaMitch	SlaNew	SpikeNumPanicle	SpikeNumPop	SterilityCold	SterilityDrought	SterilityHeat	SterilityTot	SterilityTotFin	StockMacropores	StockRac	StockSurface	StockTotal	StressCold	SumDDPhasePrec	SumDegreDayCor	SumDegresDay	SumPP	SupplyTot	TillerDeathPop	TMaxMoy	TMinMoy	TMoyCalc	Tr	TrEff	TrEffInst	TrPot	VDPCalc	VitesseRacinaire	VitesseRacinaireDay	VolMacropores	WueEt	WueTot
13/07/2011	0	5,960946042	21,7534581	2,736989936	9,626675586	0	0	0	NA	11,29275688	0	0	11,29275688	0	1	1	4,5	0	1	1	20,45905374	0,852460572	2	0	2	1	0	1	53200	63,49007536	4,45	103,9386072	63,80473014	0	0	0,00739646	NA	63,11767536	99,48860719	0	234,7	0	12,67294197	2,399038808	12,86495327	12,86495327	0,787325572	26600	0	29,981369	0	32,38040781	0	1,698019869	1,336516485	14,38980609	0	15,59156291	0	31,10966755	12,69178623	59,39301668	63,49007536	0	63,49007536	0	0	27,74	5,513091533	5,495477622	5,513091533	5,378051546	5,378051546	0	0	0	0	0,900314151	0	0	0	0	0	0	9,98817897	9,878784115	0	NA	8,389068175	10,9	0,459153617	6,940774841	0,289198952	0,159957583	0	0	0,978632235	0,978632235	NA	0,02457293	1,003205165	1	0,052150701	0,008024311	0	323,5636446	477,5080679	NA	0,024298909	0,86	NA	0,975701091	0	24	2	0	0	13,615	0,290922124	0	280,7497456	16,77813635	200,5237194	37,66216789	0,477508068	10,61543837	0	NA	0	1,413972768	130	27,23	415	NA	0,013831498	1,037633323	0,290922124	0	53,95	600	NA	NA	NA	NA	NA	NA	NA	0,003260784	NA	NA	0	0	0	0	0	0	0	0	53,95	13	188,2580773	1	50	322,4354696	322,4354696	0	9,98817897	0	0	0	27,65	0,135039987	6,38E-05	0,006037145	0,135039987	0	30	NA	45	6,11E-05	3,881711272
14/07/2011	0	6,198479018	22,8560823	3,1698312	11,23231222	0	0	0	NA	13,15102444	0	0	13,15102444	0	1	1	4,5	0	1	1	21,45905374	0,85836215	2	0	2	1	0	1	53200	75,07300615	4,45	108,9588904	75,38766092	0	0	0,00836219	NA	74,70060615	104,5088904	0	239,5	0	12,66778934	2,715262823	12,3442623	12,3442623	0,89174185	26600	0	35,63191967	0	38,34718249	0	2,154046441	1,698019869	17,29215758	0	18,33976209	0	36,72582366	15,13811114	70,20369688	75,07300615	0	75,07300615	0	0	4,8	5,020283245	5,002051585	5,020283245	4,880507189	4,880507189	0	0	0	0	0,909536475	0	0	0	0	0	0	11,68833879	11,58293079	0	NA	8,697674733	11,4	0,51138855	7,452163392	0,298086536	0,169719723	0	0	0,975701091	0,975701091	NA	0,027943745	1,003644836	1	0,059802012	0,008853887	0	351,4038814	491,395363	NA	0,027637697	0	NA	0,972362303	0	25	2	0	0	14,005	0,340306221	0	295,5201788	17,39534947	209,4850819	37,66953597	0,491395363	12,69178623	0	NA	0	1,568093646	130	28,01	415	NA	0,016363245	1,030700114	0,340306221	0	53,95	600	NA	NA	NA	NA	NA	NA	NA	0,003176564	NA	NA	0	0	0	0	0	0	0	0	53,72971676	12,89636417	188,037794	1	50	334,7797319	334,7797319	0	11,68833879	0	0	0	26,1	0,139776056	7,18E-05	0,006301066	0,139776056	0	30	NA	45	6,89E-05	3,864467828
15/07/2011	0	7,133624138	26,51955456	2,661968877	9,502759611	0	0	0	NA	11,78389676	0	0	11,78389676	0	1	1	4,5	0	1	1	22,45905374	0,863809759	2,000449203	0	2,000449203	1,000224601	0	1,000224601	53211,9488	84,85697722	4,45	114,773857	85,171632	0	0	0,005352284	NA	84,48457722	110,323857	0	239,5	0	12,66243032	3,051300988	12,95	12,95	1,053773979	26600	0	40,32847277	0	43,37977376	0	2,547270625	2,154046441	19,77479269	0	20,55368008	0	41,47720346	17,22752207	79,25840561	84,85697722	0	84,85697722	0	0	0	5,814966521	5,817281895	5,814966521	5,630073803	5,656505618	0	0	0	0	0,891559647	0	0	0	0	0	0	9,895983796	9,783971074	0	NA	9,021424733	5,8	0,373157995	7,825321386	0,300973899	0,168268723	0	0	0,972362303	0,967818632	NA	0,031783352	1,004145655	1	0,065290083	0,009692653	0	309,0765739	505,964113	NA	0,03017303	0	NA	0,96982697	0	26	2	0	0	9,72	0,268638418	0	310,8898627	18,04299489	218,8649734	37,67713313	0,505964113	15,13811114	0	NA	0	1,999925681	130	19,44	415	NA	0,019317264	1,028484359	0,268638418	0	53,95	600	NA	NA	NA	NA	NA	NA	NA	0,003119903	NA	NA	0	0	0	0	0	0	0	0	47,91475023	7,238359096	182,2228275	1	50	347,7297319	347,7297319	0	9,895983796	0	0	0	28	0,184892718	7,69E-05	0,00616547	0,184892718	0	30	NA	45	7,39E-05	4,386527001
16/07/2011	1,78E-15	7,571471597	28,42196894	3,245265324	11,64248816	1,78E-15	0	0	NA	14,3031447	0	0	14,3031447	1,78E-15	1	1	4,5	0	1	1	23,45905374	0,868853842	2,000449203	0	2,000449203	1,000224601	0	1,000224601	53211,9488	96,87808198	4,45	119,0544213	97,19273676	0	0	0,0061355	NA	96,50568198	114,6044213	0	249,3	0	12,65686784	3,534447615	12,95283019	12,95283019	1,259084051	26600	0	46,04518682	0	49,57963444	0	3,0869361	2,547270625	22,89043692	0	23,1547499	0	47,29844754	19,80350082	90,25669827	96,87808198	0	96,87808198	0	0	9,8	4,280564295	5,722125284	4,280564295	4,082012357	5,549471426	0	0	0	0	0,812469655	0	0	0	0	0	0	12,18215364	12,02110476	0	NA	9,345245487	7,9	0,428617513	8,253938899	0,305701441	0,179186309	0	0	0,96982697	0,713373468	NA	0,034698985	1,004525955	1	0,072240564	0,011027132	0	340,7891549	520,5360469	NA	0,033196367	0	NA	0,966803633	0	27	2	0	0	11,335	0,342011297	0	323,6950116	18,69078187	226,4426151	37,68492442	0,520536047	17,22752207	0	NA	0	2,282039944	130	22,67	415	NA	0,021816423	1,027218061	0,342011297	0	53,95	600	NA	NA	NA	NA	NA	NA	NA	0,003059991	NA	NA	0	0	0	0	0	0	0	0	53,43418594	12,94204923	187,7422632	1	50	360,6825621	360,6825621	0	12,18215364	0	0	0	28,3	0,198551938	8,45E-05	0,006151466	0,198551938	0	30	NA	45	8,14E-05	4,182067908
17/07/2011	0	8,004036949	30,27863956	4,030809357	14,53611768	0	0	0	NA	17,5327324	0	0	17,5327324	0	1	1	4,5	0	1	1	24,45905374	0,873537634	2,000449203	0	2,000449203	1,000224601	0	1,000224601	53211,9488	111,9609377	4,45	125,1772769	112,2755924	0	0	0,006538769	NA	111,5885377	120,7272769	0	249,3	0	12,65110488	4,030580812	12,72830189	12,72830189	1,414058597	26600	0	53,36385047	0	57,39443128	0	3,799051831	3,0869361	26,83980214	0	26,52404833	0	54,56650639	23,04075031	104,131305	111,9609377	0	111,9609377	0	0	0	6,122855667	6,108508206	6,122855667	5,889658344	5,905727925	0	0	0	0	0,881270206	0	0	0	0	0	0	15,24823342	15,08285568	0	NA	9,663453035	10,4	0,503597045	8,757535944	0,312769141	0,191837386	0	0	0,966803633	0,964172944	NA	0,038175822	1,004979455	1	0,081163347	0,012333541	0	379,5578349	534,8553866	NA	0,037005637	0	NA	0,962994363	0	28	2	0	0	13,255	0,440017847	0	337,5825946	19,3273399	234,7867489	37,6928737	0,534855387	19,80350082	0	NA	0	2,449876721	130	26,51	415	NA	0,024878315	1,022536903	0,440017847	0	53,95	600	NA	NA	NA	NA	NA	NA	NA	0,002995572	NA	NA	0	0	0	0	0	0	0	0	47,31133027	7,017800187	181,6194075	1	50	373,410864	373,410864	0	15,24823342	0	0	0	26,9	0,233197324	9,27E-05	0,006192271	0,233197324	0	30	NA	45	8,94E-05	3,984550288
18/07/2011	1,78E-15	8,529569123	32,53193701	4,021666966	14,58410832	1,78E-15	0	0	NA	17,92867063	0	0	17,92867063	1,78E-15	1	1	4,5	0	1	1	25,45905374	0,877898405	2,000590397	0	2,000590397	1,000295199	0	1,000295199	53215,70457	127,1350684	4,95	136,7966845	127,4497232	8,801417968	0	0,011381179	NA	126,7626684	123,0452665	0	274,3	0	12,6451445	4,524328911	12,5754717	12,5754717	1,600444899	26600	8,801417968	60,75217893	0	65,27650784	0	4,553656933	3,799051831	30,86479444	0	29,8873845	0	61,85856055	26,3111375	118,0570825	127,1350684	0	127,1350684	0	0	24,5	2,317989579	3,166911631	2,317989579	2,18321696	3,04971805	0	0	0	0	0,836480321	0	0	0	0	0	0	15,33871343	15,17413073	0	NA	9,977839827	8,2	0,471497084	9,229033028	0,318242518	0,197634924	0	0	0,962994363	0,689383606	NA	0,042556482	1,005550846	1	0,089529798	0,013552951	0	376,9763097	549,0027922	NA	0,040663753	0,5	NA	0,959336247	0	29	2	0	0	11,575	0,428340246	0	352,7473103	19,9562991	244,0182749	37,70094373	0,549002792	23,04075031	0	NA	0	2,754539904	130	23,15	415	NA	0,028701211	1,01821139	0,428340246	0	53,95	600	NA	NA	NA	NA	NA	NA	NA	0,002939153	NA	NA	0	0	0	0	0	0	0	0	53,95	13	195	1	50	385,9863357	385,9863357	0	15,33871343	0	0	0	26,3	0,134772619	0,000103324	0,006543747	0,134772619	0	30	NA	45	9,29E-05	4,185614311
19/07/2011	0	9,256781042	35,58055637	4,043743023	14,73545939	0	0	0	NA	18,4457322	0	0	18,4457322	0	1	1	4,5	0	1	1	26,45905374	0,881968458	2,000590397	0	2,000590397	1,000295199	0	1,000295199	53215,70457	142,4806755	4,95	139,6721656	142,7953303	8,801417968	0	0,01162951	NA	142,1082755	125,9207477	0	274,3	0	12,63898985	5,116662781	12,70280899	12,70280899	1,848709337	26600	0	68,13772248	0	73,25438526	0	5,361249276	4,553656933	34,99637345	0	33,14134903	0	69,22629024	29,63512417	132,0027634	142,4806755	0	142,4806755	0	0	0	2,875481177	2,858048331	2,875481177	2,741829359	2,741829359	0	0	0	0	0,949178325	0	0	0	0	0	0	15,54305173	15,3456071	0	NA	10,29541005	6,7	0,436841166	9,665874194	0,322195806	0,203763493	0	0	0,959336247	0,959336247	NA	0,046763316	1,006099563	1	0,097407484	0,015038653	0	372,3029538	563,2934523	NA	0,044120262	0	NA	0,955879738	0	30	2	0	0	10,43	0,424122947	0	367,0554551	20,59162704	252,6548761	37,70909619	0,563293452	26,3111375	0	NA	0	3,100125091	130	20,86	415	NA	0,032536728	1,015975993	0,424122947	0	53,95	600	NA	NA	NA	NA	NA	NA	NA	0,00288999	NA	NA	0	0	0	0	0	0	0	0	51,07451882	10,23139712	192,1245188	1	50	398,6891447	398,6891447	0	15,54305173	0	0	0	26,15	0,133651818	0,000113151	0,006861579	0,133651818	0	30	NA	45	0,000102011	4,349147417
20/07/2011	0	10,06607924	38,93057958	5,102999055	18,67380341	0	0	0	NA	23,30905296	0	0	23,30905296	0	1	1	4,5	0	1	1	27,45905374	0,885775927	2,000590397	0	2,000590397	1,000295199	0	1,000295199	53215,70457	161,9832355	4,95	144,1901532	162,2978903	8,801417968	0	0,008666421	NA	161,6108355	130,4387352	0	274,3	0	12,63264411	5,816556911	12,95454545	12,95454545	2,094988823	26600	0	77,60348663	0	83,42004354	0	6,423303898	5,361249276	40,29233072	0	37,31115591	0	78,56319195	33,86902682	149,7433747	161,9832355	0	161,9832355	0	0	0	4,517987559	4,488283919	4,517987559	4,290259657	4,290259657	0	0	0	0	0,867178112	0	0	0	0	0	0	19,73585804	19,50255999	0	NA	10,61927369	10,1	0,506950018	10,17282421	0,32815562	0,216746313	0	0	0,955879738	0,955879738	NA	0,050738301	1,006618039	1	0,10782886	0,01680979	0	411,4439713	577,867316	NA	0,048488675	0	NA	0,951511325	0	31	2	0	0	13,045	0,575548819	0	380,6987642	21,23954552	260,8366866	37,71729174	0,577867316	29,63512417	0	NA	0	3,806492966	130	26,09	415	NA	0,03641205	1,012366781	0,575548819	0	53,95	600	NA	NA	NA	NA	NA	NA	NA	0,002838457	NA	NA	0	0	0	0	0	0	0	0	46,55653126	5,912218273	187,6065313	1	50	411,6436902	411,6436902	0	19,73585804	0	0	0	28,5	0,227727902	0,000124183	0,007029828	0,227727902	0	30	NA	45	0,00011234	4,04988286
21/07/2011	0	10,73019415	41,75982063	3,489045047	12,82392329	0	0	0	NA	17,79337312	0	0	17,79337312	0	1	1	4,5	0	1	1	28,45905374	0,889345429	2,000861574	0	2,000861574	1,000430787	0	1,000430787	53222,91788	175,3319643	4,95	147,1054428	175,6466191	8,801417968	0	0,005370912	NA	174,9595643	133,3540248	0	274,3	0	12,62611055	6,506416839	13	13	2,321182028	26600	0	83,85039386	0	90,3568107	0	7,178062716	6,423303898	43,97000614	0	39,88038772	0	84,97515359	36,79194342	161,6474847	175,3319643	0	175,3319643	0	0	0	2,915289573	4,533894851	2,915289573	2,662470635	4,314052296	0	0	0	0	0,813606314	0	0	0	0	0	0	13,57868211	13,3487288	0	NA	10,94427369	2,9	0,325161409	10,49798562	0,328062051	0,211935901	0	0	0,951511325	0,587236961	NA	0,055761977	1,007273301	1	0,113198752	0,018468182	0	337,8564548	592,492316	NA	0,051107582	0	NA	0,948892418	0	32	2	0	0	7,515	0,364392394	0	395,8454855	21,88982553	270,048696	37,72549007	0,592492316	33,86902682	0	NA	0	4,444644318	130	15,03	415	NA	0,041323128	1,013413887	0,364392394	0	53,95	600	NA	NA	NA	NA	NA	NA	NA	0,002805299	NA	NA	0	0	0	0	0	0	0	0	43,64124169	3,231029895	184,6912417	1	50	424,6436902	424,6436902	0	13,57868211	0	0	0	29,25	0,252818938	0,000131479	0,006856815	0,252818938	0	30	NA	45	0,000119188	4,883025383
22/07/2011	0	11,38951942	44,64908797	5,989512931	22,07641016	0	0	0	NA	27,80761635	0	0	27,80761635	0	1	1	4,5	0	1	1	29,45905374	0,892698598	2,000861574	0	2,000861574	1,000430787	0	1,000430787	53222,91788	198,4755868	4,95	149,7179226	198,7902416	8,801417968	0	0,006380368	NA	198,1031868	135,9665046	0	274,3	0	12,61939246	7,515647764	12,95535714	12,95535714	2,669096411	26600	0	94,94658036	0	102,4622281	0	8,581685369	7,178062716	50,42232094	0	44,52425942	0	96,01335867	41,84063557	182,3782537	198,4755868	0	198,4755868	0	0	0	2,612479797	6,261376321	2,612479797	2,244475424	5,941372519	0	0	0	0	0,767317262	0	0	0	0	0	0	23,48003281	23,14362251	0	NA	11,26815762	10,7	0,525879338	11,02386496	0,334056514	0,233249037	0	0	0,948892418	0,358463588	NA	0,058773719	1,007666137	1	0,124903873	0,021083641	0	440,2301122	607,0670927	NA	0,055859834	0	NA	0,944140166	0	33	2	0	0	13,52	0,690974505	0	407,4412222	22,53787244	276,8437669	37,73364993	0,607067093	36,79194342	0	NA	0	4,663993849	130	27,04	415	NA	0,04469573	1,011235563	0,690974505	0	53,95	600	NA	NA	NA	NA	NA	NA	NA	0,002755892	NA	NA	0	0	0	0	0	0	0	0	41,02876189	0,977784309	182,0787619	1	50	437,5990473	437,5990473	0	23,48003281	0	0	0	28,6	0,368004373	0,000145974	0,006785372	0,368004373	0	30	NA	45	0,000132566	4,024405552
23/07/2011	0	12,18133539	47,90760561	3,813703022	14,11559737	0	0	0	NA	20,05043334	0	0	20,05043334	0	1	1	4,5	0	1	1	30,45905374	0,895854522	2,00186742	0	2,00186742	1,00093371	0	1,00093371	53249,67338	213,2105107	4,95	150,7592223	213,5251655	8,801417968	0	0,005178747	NA	212,8381107	137,0078043	0	274,3	0	12,61249319	8,30726794	13	13	2,821025805	26600	0	101,8320854	0	110,1393533	0	9,464885306	8,581685369	54,54961654	0	47,28246887	0	103,0711574	45,08473123	195,4383575	213,2105107	0	213,2105107	0	0	0	1,041299689	4,508522294	1,041299689	0,751677585	4,256676987	0	0	0	0	0,746563194	0	0	0	0	0	0	14,9987973	14,73492391	0	NA	11,59315762	2,5	0,313077582	11,33694254	0,333439486	0,226212752	0	0	0,944140166	0,166723715	NA	0,064238809	1,008378975	1	0,130305364	0,022893931	0	347,8574659	621,6920927	NA	0,058555996	0	NA	0,941444004	0	34	2	0	0	7,21	0,402749404	0	422,8489781	23,18847935	286,2336535	37,74172925	0,621692093	41,84063557	0	NA	0	5,315509427	130	14,42	415	NA	0,050501669	1,012167795	0,402749404	0	53,95	600	NA	NA	NA	NA	NA	NA	NA	0,002726128	NA	NA	0	0	0	0	0	0	0	0	39,98746221	0,224480849	181,0374622	1	50	450,5990473	450,5990473	0	14,9987973	0	0	0	28,9	0,289622104	0,000155619	0,006632416	0,289622104	0	30	NA	45	0,000141425	4,978389322
24/07/2011	0	12,93170304	51,22175825	6,537883507	24,25937243	0	0	0	NA	31,31630377	0	0	31,31630377	0	1	1	4,5	0	1	1	31,45905374	0,898830107	2,00186742	0	2,00186742	1,00093371	0	1,00093371	53249,67338	238,7007122	4,95	151,8012431	239,015367	8,801417968	0	0,006283748	NA	238,3283122	138,0498251	0	274,3	0	12,60541615	9,525244985	13	13	3,237575027	26600	0	113,9746236	0	123,4998686	0	11,10170671	9,464885306	61,77824065	0	52,19638298	0	115,2008436	50,67653394	218,0737605	238,7007122	0	238,7007122	0	0	0	1,042020816	6,119951281	1,042020816	0,629906998	5,761591439	0	0	0	0	0,737033945	0	0	0	0	0	0	25,89619384	25,49020149	0	NA	11,91815762	10,1	0,505570186	11,84251273	0,338357506	0,246240943	0	0	0,941444004	0,102926799	NA	0,067339395	1,008783399	1	0,142294022	0,025967037	0	452,4434621	636,3170927	NA	0,063408965	0	NA	0,936591035	0	35	2	0	0	13,07	0,765326865	0	434,1653063	23,83908626	292,8585365	37,7496851	0,636317093	45,08473123	0	NA	0	5,826102275	130	26,14	415	NA	0,054213972	1,01075871	0,765326865	0	53,95	600	NA	NA	NA	NA	NA	NA	NA	0,002681521	NA	NA	0	0	0	0	0	0	0	0	39,35086754	0	180,4008675	1	50	463,5990473	463,5990473	0	25,89619384	0	0	0	29,5	0,412113818	0,000172909	0,006581603	0,412113818	0	30	NA	45	0,000157246	4,091886119
25/07/2011	0	13,71908449	54,49537231	4,399361588	16,38553116	0	0	0	NA	23,54865022	0	0	23,54865022	0	1	1	4,5	0	1	1	32,45905374	0,901640382	2,002083048	0	2,002083048	1,001041524	0	1,001041524	53255,40907	255,8533995	4,95	152,5237536	256,1680542	8,801417968	0	0,004067873	NA	255,4809995	138,7723356	0	288,3	0	12,59816476	10,49302428	13	13	3,398302452	26600	0	121,966766	0	132,4597903	0	12,19145591	11,10170671	66,66139384	0	55,30537218	0	123,3936092	54,46993793	233,1689193	255,8533995	0	255,8533995	0	0	14	0,722510504	5,891260519	0,722510504	0,292917964	5,517701789	0	0	0	0	0,729395135	0	0	0	0	0	0	17,47528035	17,15268725	0	NA	12,24315762	2,9	0,320674575	12,1631873	0,337866314	0,240573989	0	0	0,936591035	0,049720762	NA	0,072920309	1,009511345	1	0,148302504	0,028137263	0	368,6163714	650,9420927	NA	0,066349435	0	NA	0,933650565	0	36	2	0	0	7,53	0,477469504	0	449,1308394	24,48976325	301,9503429	37,75747384	0,650942093	50,67653394	0	NA	0	6,395962965	130	15,06	415	NA	0,060594015	1,011698622	0,477469504	0	53,95	600	NA	NA	NA	NA	NA	NA	NA	0,002653075	NA	NA	0	0	0	0	0	0	0	0	52,22293089	13	193,2729309	1	50	476,5990473	476,5990473	0	17,47528035	0	0	0	29,15	0,42959254	0,000184369	0,006307432	0,42959254	0	30	NA	45	0,000167747	4,931969478
26/07/2011	0	14,23796139	57,00471477	5,278460765	19,70668027	0	0	0	NA	26,6720397	0	0	26,6720397	0	1	1	4,5	0	1	1	33,45905374	0,90429875	2,002083048	0	2,002083048	1,001041524	0	1,001041524	53255,40907	276,5172135	7,66	170,6971143	276,8318682	18,80141797	0	0,005120074	NA	276,1448135	144,2356964	0	335,4	0	12,5907425	11,90191224	12,75	12,75	3,848507803	26600	10	131,3683519	0	143,2702642	0	13,61821897	12,19145591	72,66303628	0	58,70531567	0	133,2469493	59,04481731	250,9970823	276,5172135	0	276,5172135	0	0	44,39	5,463360758	5,409522939	5,463360758	5,050604146	5,050604146	0	0	0	0	0,874371209	0	0	0	0	0	0	21,13344334	20,66381402	0	NA	12,56190762	4,1	0,370731499	12,5339188	0,338754562	0,250013484	0	0	0,933650565	0,933650565	NA	0,076301851	1,009952415	1	0,155749583	0,031576661	0	405,0774106	665,2858427	NA	0,069611777	2,71	NA	0,930388223	0	37	2	0	0	8,455	0,560984476	0	460,5554494	25,12792722	308,6660275	37,7650511	0,665285843	54,46993793	0	NA	0	6,008225675	130	16,91	415	NA	0,064903294	1,014300228	0,560984476	0	53,95	600	NA	NA	NA	NA	NA	NA	NA	0,002620505	NA	NA	0	0	0	0	0	0	0	27,19957013	61,4752144	14,81330468	222,1995701	1	50	489,3490473	489,3490473	0	21,13344334	0	0	0	26	0,412756611	0,000191712	0,006187263	0,412756611	0	30	NA	45	0,000161993	4,754505848
27/07/2011	0	15,24640336	61,16149065	5,034325669	18,84646298	0	0	0	NA	26,14485355	0	0	26,14485355	0	1	1	4,5	0	1	1	34,45905374	0,906817204	2,002083048	0	2,002083048	1,001041524	0	1,001041524	53255,40907	296,2508228	7,66	176,9271598	296,5654776	18,80141797	0	0,004091584	NA	295,8784228	150,4657418	0	335,4	0	12,58315284	13,28721496	12,86587302	12,86587302	4,085171896	26600	0	140,2934271	0	153,580642	0	14,96713289	13,61821897	78,40085602	0	61,89257104	0	142,6701808	63,43372313	267,9964749	296,2508228	0	296,2508228	0	0	0	6,230045435	6,165665001	6,230045435	5,736462102	5,736462102	0	0	0	0	1,139484975	0	0	0	0	0	0	20,1953769	19,73360933	0	NA	12,88355444	3	0,330197591	12,86411639	0,338529379	0,253487665	0	0	0,930388223	0,930388223	NA	0,080053544	1,010441767	1	0,162189763	0,034819207	0	390,6092502	679,7599499	NA	0,072572583	0	NA	0,927427417	0	38	2	0	0	7,61	0,529745624	0	472,7119236	25,77189088	315,8820065	37,77237191	0,67975995	59,04481731	0	NA	0	6,411244222	130	15,22	415	NA	0,070086012	1,016941305	0,529745624	0	53,95	600	NA	NA	NA	NA	NA	NA	NA	0,002591626	NA	NA	0	0	0	0	0	0	0	20,96952469	59,7515685	14,39796831	215,9695247	1	50	502,2149203	502,2149203	0	20,1953769	0	0	0	25,85	0,493583333	0,000196889	0,005969526	0,493583333	0	30	NA	45	0,000167442	4,93535998
28/07/2011	0	16,17509598	65,10670527	8,267246426	31,02380778	0	0	0	NA	40,45530498	0	0	40,45530498	0	1	1	4,5	0	1	1	35,45905374	0,909206506	2,002083048	0	2,002083048	1,001041524	0	1,001041524	53255,40907	329,0092858	7,66	181,5740121	329,3239406	18,80141797	0	0,008673863	NA	328,6368858	155,1125941	0	335,4	0	12,57539932	14,84180721	12,95689655	12,95689655	4,407768441	26600	0	155,9853939	0	170,8272011	0	17,21998555	14,96713289	87,89836614	0	68,0870278	0	158,1820847	70,67838059	296,9474931	329,0092858	0	329,0092858	0	0	0	4,646852336	4,596811959	4,646852336	4,263209443	4,263209443	0	0	0	0	1,107536024	0	0	0	0	0	0	33,27666043	32,75846302	0	NA	13,20747686	10,9	0,511109575	13,37522597	0,342954512	0,27146421	0	0	0,927427417	0,927427417	NA	0,08345847	1,010885887	1	0,176456129	0,038464417	0	496,3945199	694,3364585	NA	0,078288194	0	NA	0,921711806	0	39	2	0	0	13,715	0,99533297	0	484,1804777	26,42041045	322,6471143	37,77939071	0,694336459	63,43372313	0	NA	0	7,696841957	130	27,43	415	NA	0,075042498	1,014082669	0,99533297	0	53,95	600	NA	NA	NA	NA	NA	NA	NA	0,002550836	NA	NA	0	0	0	0	0	0	0	16,32267236	58,46593935	14,08817816	211,3226724	1	50	515,1718169	515,1718169	0	33,27666043	0	0	0	28,8	0,383642893	0,00021211	0,006153891	0,383642893	0	30	NA	45	0,000181198	4,064499639
29/07/2011	0	17,08917119	68,96832089	5,791369571	21,80661352	0	0	0	NA	31,3364929	0	0	31,3364929	0	1	1	4,5	0	1	1	36,45905374	0,911476343	2,002509681	0	2,002509681	1,001254841	0	1,001254841	53266,75753	351,9659535	7,66	186,3436885	352,2806083	18,80141797	0	0,005506773	NA	351,5935535	159,8822705	0	335,4	0	12,56748547	16,09007331	13	13	4,621373758	26600	0	166,7904888	0	182,8805621	0	18,7861284	17,21998555	94,57644618	0	72,21404258	0	169,0853914	75,79031778	317,0897518	351,9659535	0	351,9659535	0	0	0	4,769676352	4,71431507	4,769676352	4,345239856	4,345239856	0	0	0	0	1,083706012	0	0	0	0	0	0	23,37275637	22,95666767	0	NA	13,53247686	3,9	0,338891191	13,71411716	0,342852929	0,26579738	0	0	0,921711806	0,921711806	NA	0,090031423	1,011743229	1	0,184206161	0,041043134	0	412,7173876	708,9614585	NA	0,081935702	0	NA	0,918064298	0	40	2	0	0	8,31	0,650574895	0	499,0965108	27,0712261	331,712823	37,78606142	0,708961459	70,67838059	0	NA	0	8,379825226	130	16,62	415	NA	0,083201541	1,013759194	0,650574895	0	53,95	600	NA	NA	NA	NA	NA	NA	NA	0,002524243	NA	NA	0	0	0	0	0	0	0	11,552996	57,14632889	13,77019973	206,552996	1	50	528,1718169	528,1718169	0	23,37275637	0	0	0	28,4	0,424436496	0,000220141	0,006099085	0,424436496	0	30	NA	45	0,00018888	4,816738728
