Jour	A_AssimSurplus	A_DemStructLeaf	A_DemStructTot	A_GrowthStructLeaf	A_GrowthStructTot	A_IncreaseResInternodePop	A_ResInternodeMobiliDay	ApexHeight	ApexHeightGain	Assim	AssimNotUsed	AssimNotUsedCum	AssimPot	AssimSurplus	CoeffCO2Assim	CoeffCO2Tr	Conversion	ConversionEff	Cstr	CstrAssim	CstrCum	CstrMean	CulmsPerHill	CulmsPerHillFin	CulmsPerHillMax	CulmsPerPlant	CulmsPerPlantFin	CulmsPerPlantMax	CulmsPop	CumCarbonUsedPop	CumDr	CumEt	CumGrowthPop	CumIrrig	CumIrrigFin	CumLr	CumPAR	CumSupplyTot	CumTr	CumWReceived	CumWUse	CumWUseFin	DayLength	DeadLeafdrywtPop	DegresDuJour	DegresDuJourCor	DemResInternodePop	Density	Dr	DryMatAboveGroundPop	DryMatAboveGroundPopFin	DryMatAboveGroundTotPop	DryMatPanicleTotPop	DryMatResInternodePop	DryMatResInternodePopOld	DryMatStemPop	DryMatStructInternodePop	DryMatStructLeafPop	DryMatStructPaniclePop	DryMatStructRootPop	DryMatStructSheathPop	DryMatStructTotPop	DryMatTotPop	DryMatTotPopFin	DryMatVegeTotPop	DurGermFlow	DurGermMat	EauDispo	ETM	Eto	ETR	Evap	EvapPot	FertSpikeNumPop	FloodwaterDepth	FractionPlantHeightSubmer	FractionRootsLogged	FTSW	FtswMoy	GrainFillingStatus	GrainFillingStatusFin	GrainYieldPanicle	GrainYieldPop	GrainYieldPopFin	GrowthDryMatPop_V2_1	GrowthPop	HarvestIndex	Haungain	HaunIndex	HMoyCalc	Ic	IcCum	IcMean	InternodeResStatus	IrrigAutoDay	IrrigTotDay	Kce	KceReal	Kcl	Kcp	KcTot	KRolling	Lai	LaiDead	LaiFin	LastLeafLength	LastLeafLengthPot	LIRkdf	LIRkdfcl	Lr	LTRkdf	LTRkdfcl	MaxLai	NbJas	NumPhase	PanicleNumPlant	PanicleNumPop	Par	ParIntercepte	PhaseStemElongation	PlantHeight	PlantLeafNumTot	PlantWidth	RayExtra	RelPotLeafLength	ResCapacityInternodePop	ReservePopFin	ResInternodeMobiliDay	RespMaintDebt	RespMaintTot	ResUtil	RgCalc	RootFront	RootFrontOld	RootMassPerVol	RootShootRatio	RUE	RUEgreen	RURac	SeuilTemp	SimAnthesis50	SimEmergence	SimEndCycle	SimPanIni	SimStartGermin	SimStartMatu2	SimStartPSP	Sla	SlaMitch	SlaNew	SpikeNumPanicle	SpikeNumPop	SterilityCold	SterilityDrought	SterilityHeat	SterilityTot	SterilityTotFin	StockMacropores	StockRac	StockSurface	StockTotal	StressCold	SumDDPhasePrec	SumDegreDayCor	SumDegresDay	SumPP	SupplyTot	TillerDeathPop	TMaxMoy	TMinMoy	TMoyCalc	Tr	TrEff	TrEffInst	TrPot	VDPCalc	VitesseRacinaire	VitesseRacinaireDay	VolMacropores	WueEt	WueTot
01/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,44891984	0	12,97861842	12,97861842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10,05472007	0	0	10,05472007	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	8,8	0	0	0	0	0	0	1	0	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-49	NA	0	0	12,315	NA	0	0	0	0	38,1690498	0	0	0	NA	0	0	130	24,63	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	31,75	NA	0	0	NA	0	NA	NA	45	0	0
02/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,45862565	0	11,9516129	11,9516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19,3	0	9,542863906	0	0	9,542863906	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	8,5	0	0	0	0	0	0	1	0	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-48	NA	0	0	12,07	NA	0	0	0	0	38,16660463	0	0	0	NA	0	0	130	24,14	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	13	28,3	1	0	0	0	0	0	0	0	0	33,8	NA	0	0	NA	0	NA	NA	45	0	0
03/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,46821809	0	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,6	6,573977303	6,573977303	6,573977303	6,573977303	6,573977303	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	9,1	0	0	0	0	0	0	1	1	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-47	NA	0	0	12,535	NA	0	0	0	0	38,16306514	0	0	0	NA	0	0	130	25,07	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	7,026022697	22,3260227	1	0	0	0	0	0	0	0	0	28,8	NA	0	0	NA	0	NA	NA	45	0	0
04/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,47769372	0	12,71491228	12,71491228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,884209065	4,045066433	2,884209065	2,884209065	4,045066433	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	6,6	0	0	0	0	0	0	1	0,713018961	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-46	NA	0	0	10,56	NA	0	0	0	0	38,15848009	0	0	0	NA	0	0	130	21,12	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	4,141813632	19,44181363	1	0	0	0	0	0	0	0	0	32,3	NA	0	0	NA	0	NA	NA	45	0	0
05/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,48704906	0	11,18415698	11,18415698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,271506055	4,947839349	2,271506055	2,271506055	4,947839349	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	9,3	0	0	0	0	0	0	1	0,459090503	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-45	NA	0	0	12,68	NA	0	0	0	0	38,15289869	0	0	0	NA	0	0	130	25,36	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	1,870307577	17,17030758	1	0	0	0	0	0	0	0	0	33,6	NA	0	0	NA	0	NA	NA	45	0	0
06/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,49628061	0	12,61446078	12,61446078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,065238941	8,0586054	2,065238941	2,065238941	8,0586054	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	6	0	0	0	0	0	0	1	0,256277462	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-44	NA	0	0	10,08	NA	0	0	0	0	38,14637049	0	0	0	NA	0	0	130	20,16	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0	15,3	1	0	0	0	0	0	0	0	0	33,1	NA	0	0	NA	0	NA	NA	45	0	0
07/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,50538488	0	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,2	0,243415763	3,38636536	0,243415763	0,243415763	3,38636536	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	7,3	0	0	0	0	0	0	1	0,071881128	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-43	NA	0	0	11,095	NA	0	0	0	0	38,13894533	0	0	0	NA	0	0	130	22,19	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0,2	15,5	1	0	0	0	0	0	0	0	0	30,9	NA	0	0	NA	0	NA	NA	45	0	0
08/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,51435831	0	12,94583333	12,94583333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0,384413335	3,877412602	0,384413335	0,384413335	3,877412602	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	3,8	0	0	0	0	0	0	1	0,099141715	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-42	NA	0	0	8,335	NA	0	0	0	0	38,13067326	0	0	0	NA	0	0	130	16,67	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	2	17,3	1	0	0	0	0	0	0	0	0	32	NA	0	0	NA	0	NA	NA	45	0	0
09/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,52319737	0	12,76785714	12,76785714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,104158795	5,092407845	2,104158795	2,104158795	5,092407845	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	3,9	0	0	0	0	0	0	1	0,413195262	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-41	NA	0	0	8,41	NA	0	0	0	0	38,12160446	0	0	0	NA	0	0	130	16,82	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0	15,3	1	0	0	0	0	0	0	0	0	31	NA	0	0	NA	0	NA	NA	45	0	0
10/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,53189849	0	12,58214286	12,58214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,165531721	6,78903704	0,165531721	0,165531721	6,78903704	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	9	0	0	0	0	0	0	1	0,024382209	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-40	NA	0	0	12,4	NA	0	0	0	0	38,11178919	0	0	0	NA	0	0	130	24,8	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0	15,3	1	0	0	0	0	0	0	0	0	32,8	NA	0	0	NA	0	NA	NA	45	0	0
11/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,54045812	0	12,16428571	12,16428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,048579189	5,058966646	0,048579189	0,048579189	5,058966646	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	10	0	0	0	0	0	0	1	0,009602591	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-39	NA	0	0	13,185	NA	0	0	0	0	38,10127767	0	0	0	NA	0	0	130	26,37	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0	15,3	1	0	0	0	0	0	0	0	0	33,3	NA	0	0	NA	0	NA	NA	45	0	0
12/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,54887267	0	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,056302095	10,69332289	0,056302095	0,056302095	10,69332289	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	3,7	0	0	0	0	0	0	1	0,005265164	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-38	NA	0	0	8,245	NA	0	0	0	0	38,09012008	0	0	0	NA	0	0	130	16,49	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0	15,3	1	0	0	0	0	0	0	0	0	29,15	NA	0	0	NA	0	NA	NA	45	0	0
13/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,55713857	0	12,59613971	12,59613971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001886201	7,918863315	0,001886201	0,001886201	7,918863315	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	8,2	0	0	0	0	0	0	1	0,000238191	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-37	NA	0	0	11,755	NA	0	0	0	0	38,0783664	0	0	0	NA	0	0	130	23,51	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0	15,3	1	0	0	0	0	0	0	0	0	31,8	NA	0	0	NA	0	NA	NA	45	0	0
14/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,56525225	0	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27,11	0,000376802	5,399850686	0,000376802	0,000376802	5,399850686	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	2,7	0	0	0	0	0	0	1	6,98E-05	NA	0	1	0	0	0	0	0	0	NA	0	0,79	NA	1	0	-36	NA	0	0	7,455	NA	0	0	0	0	38,06606644	0	0	0	NA	0	0	130	14,91	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	13	41,41040473	1	0	0	0	0	0	0	0	0	31,9	NA	0	0	NA	0	NA	NA	45	0	0
15/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,57321014	0	12,77777778	12,77777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,774651043	5,774651043	5,774651043	5,774651043	5,774651043	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	4,4	0	0	0	0	0	0	1	1	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-35	NA	0	0	8,775	NA	0	0	0	0	38,05326967	0	0	0	NA	0	0	130	17,55	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	7,225348957	35,63575369	1	0	0	0	0	0	0	0	0	26,5	NA	0	0	NA	0	NA	NA	45	0	0
16/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,5810087	0	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3,814034815	5,193358987	3,814034815	3,814034815	5,193358987	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	4,8	0	0	0	0	0	0	1	0,734406157	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-34	NA	0	0	9,085	NA	0	0	0	0	38,04002524	0	0	0	NA	0	0	130	18,17	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	3,411314142	31,82171888	1	0	0	0	0	0	0	0	0	29,75	NA	0	0	NA	0	NA	NA	45	0	0
17/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,58864437	0	12,325	12,325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,295337075	3,288764929	1,295337075	1,295337075	3,288764929	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	9,4	0	0	0	0	0	0	1	0,393867334	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-33	NA	0	0	12,66	NA	0	0	0	0	38,02638184	0	0	0	NA	0	0	130	25,32	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	2,115977067	30,5263818	1	0	0	0	0	0	0	0	0	31,8	NA	0	0	NA	0	NA	NA	45	0	0
18/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,59611363	0	12,84605263	12,84605263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,108109895	7,577344223	2,108109895	2,108109895	7,577344223	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	4	0	0	0	0	0	0	1	0,278212238	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-32	NA	0	0	8,45	NA	0	0	0	0	38,0123877	0	0	0	NA	0	0	130	16,9	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0,007867172	28,41827191	1	0	0	0	0	0	0	0	0	33,4	NA	0	0	NA	0	NA	NA	45	0	0
19/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,60341298	0	12,52650862	12,52650862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,464328222	5,159882409	0,464328222	0,464328222	5,159882409	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	10,2	0	0	0	0	0	0	1	0,08998814	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-31	NA	0	0	13,26	NA	0	0	0	0	37,99809046	0	0	0	NA	0	0	130	26,52	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0	28,41040473	1	0	0	0	0	0	0	0	0	32,8	NA	0	0	NA	0	NA	NA	45	0	0
20/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,61053895	0	12,04272727	12,04272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,262535507	5,409727647	0,262535507	0,262535507	5,409727647	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	1,8	0	0	0	0	0	0	1	0,048530263	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-30	NA	0	0	6,73	NA	0	0	0	0	37,98353718	0	0	0	NA	0	0	130	13,46	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0	28,41040473	1	0	0	0	0	0	0	0	0	34,1	NA	0	0	NA	0	NA	NA	45	0	0
21/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,61748809	0	12,88988764	12,88988764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8,3	0,148458519	5,917135404	0,148458519	0,148458519	5,917135404	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	3,7	0	0	0	0	0	0	1	0,025089593	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-29	NA	0	0	8,2	NA	0	0	0	0	37,9687742	0	0	0	NA	0	0	130	16,4	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	7,432544923	35,84294966	1	0	0	0	0	0	0	0	0	27,05	NA	0	0	NA	0	NA	NA	45	0	0
22/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,62425701	0	12,91709184	12,91709184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4,369864823	5,921588245	4,369864823	4,369864823	5,921588245	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	6,2	0	0	0	0	0	0	1	0,73795486	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-28	NA	0	0	10,135	NA	0	0	0	0	37,95384714	0	0	0	NA	0	0	130	20,27	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	3,0626801	31,47308483	1	0	0	0	0	0	0	0	0	32,1	NA	0	0	NA	0	NA	NA	45	0	0
23/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,63084232	0	12,72916667	12,72916667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,363543299	6,515818203	2,363543299	2,363543299	6,515818203	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	10,3	0	0	0	0	0	0	1	0,362739295	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-27	NA	0	0	13,295	NA	0	0	0	0	37,93880082	0	0	0	NA	0	0	130	26,59	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0,699136801	29,10954154	1	0	0	0	0	0	0	0	0	32	NA	0	0	NA	0	NA	NA	45	0	0
24/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,63724072	0	12,94901961	12,94901961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,92229317	6,0793713	0,92229317	0,92229317	6,0793713	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	7,7	0	0	0	0	0	0	1	0,151708643	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-26	NA	0	0	11,28	NA	0	0	0	0	37,92367919	0	0	0	NA	0	0	130	22,56	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0	28,41040473	1	0	0	0	0	0	0	0	0	31,7	NA	0	0	NA	0	NA	NA	45	0	0
25/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,64344894	0	12,72916667	12,72916667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,398194761	5,740899639	0,398194761	0,398194761	5,740899639	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	9,6	0	0	0	0	0	0	1	0,069361038	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-25	NA	0	0	12,74	NA	0	0	0	0	37,90852529	0	0	0	NA	0	0	130	25,48	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0	28,41040473	1	0	0	0	0	0	0	0	0	32	NA	0	0	NA	0	NA	NA	45	0	0
26/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,64946377	0	12,73790323	12,73790323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,125462233	3,711029201	0,125462233	0,125462233	3,711029201	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	10,3	0	0	0	0	0	0	1	0,033807935	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-24	NA	0	0	13,275	NA	0	0	0	0	37,8933812	0	0	0	NA	0	0	130	26,55	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0	28,41040473	1	0	0	0	0	0	0	0	0	31,8	NA	0	0	NA	0	NA	NA	45	0	0
27/05/2011	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1,00E-05	0	0	0	0	NA	0	1,00E-05	0	0	0	12,65528205	0	12,42871094	12,42871094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,161700967	7,153026917	0,161700967	0,161700967	7,153026917	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	10,8	0	0	0	0	0	0	1	0,02260595	NA	0	1	0	0	0	0	0	0	NA	0	0	NA	1	0	-23	NA	0	0	13,65	NA	0	0	0	0	37,87828798	0	0	0	NA	0	0	130	27,3	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0	28,41040473	1	0	0	0	0	0	0	0	0	32,6	NA	0	0	NA	0	NA	NA	45	0	0
